,Source_Location_X,,Source_Location_Y,,Source_Emission_rate
2,100,2,100,-2.384860406,0.0041223
2.477121255,300,2.477121255,300,-1.967340954,0.010781
2.139879086,138,2.519827994,331,-2.507574887,0.0031076
1.84509804,70,1.84509804,70,-2.150500737,0.0070713
2.255272505,180,2.255272505,180,-1.9201678,0.012018
2,100,2,100,-1.868381336,0.01354
2.477121255,300,2.477121255,300,-2.024591171,0.0094495
2.460897843,289,1.792391689,62,-1.915602481,0.012145
1.84509804,70,1.84509804,70,-2.039415075,0.0091324
2.255272505,180,2.255272505,180,-2.32561657,0.0047248
2,100,2,100,-1.94248604,0.011416
2.477121255,300,2.477121255,300,-2.033421845,0.0092593
2.505149978,320,1.959041392,91,-1.985605484,0.010337
1.84509804,70,1.84509804,70,-1.843662899,0.014333
2.255272505,180,2.255272505,180,-2.248389911,0.0056443
2,100,2,100,-2.647547338,0.0022514
2.477121255,300,2.477121255,300,-2.164353811,0.0068493
1.954242509,90,2.588831726,388,-3.197773762,0.0006342
1.84509804,70,1.84509804,70,-1.823937695,0.014999
2.255272505,180,2.255272505,180,-1.802443787,0.01576
2,100,2,100,-2.088874365,0.0081494
2.477121255,300,2.477121255,300,-2.618000978,0.0024099
2.519827994,331,1.857332496,72,-1.848507572,0.014174
1.84509804,70,1.84509804,70,-1.957227663,0.011035
2.255272505,180,2.255272505,180,-3.720652508,0.00019026
2,100,2,100,-1.97637721,0.010559
2.477121255,300,2.477121255,300,-2.017362485,0.0096081
1.792391689,62,1.86923172,74,-3.544561249,0.00028539
1.84509804,70,1.84509804,70,-2.095684861,0.0080226
2.255272505,180,2.255272505,180,-2.423255646,0.0037735
2,100,2,100,-2.206551879,0.0062151
2.477121255,300,2.477121255,300,-2.253295759,0.0055809
1.959041392,91,1.86923172,74,-2.426919429,0.0037418
1.84509804,70,1.84509804,70,-1.921325727,0.011986
2.255272505,180,2.255272505,180,-2.817556814,0.0015221
2,100,2,100,-1.89350313,0.012779
2.477121255,300,2.477121255,300,-2.659952682,0.002188
2.588831726,388,2.08278537,121,-2.355787972,0.0044077
1.84509804,70,1.84509804,70,-3.498803758,0.0003171
2.255272505,180,2.255272505,180,-2.099130582,0.0079592
2,100,2,100,-2.045487347,0.0090056
2.477121255,300,2.477121255,300,-1.892416969,0.012811
1.857332496,72,2.553883027,358,-1.854368585,0.013984
1.84509804,70,1.84509804,70,-2.030458291,0.0093227
2.255272505,180,2.255272505,180,-1.813948209,0.015348
2,100,2,100,-2.182838044,0.0065639
2.477121255,300,2.477121255,300,-1.84269437,0.014365
1.86923172,74,2.50242712,318,-2.004650042,0.0098935
1.84509804,70,1.84509804,70,-1.986909862,0.010306
2.255272505,180,2.255272505,180,-2.445728951,0.0035832
2,100,2,100,-2.302910212,0.0049784
2.477121255,300,2.477121255,300,-2.623751625,0.0023782
1.86923172,74,2.462397998,290,-1.924781621,0.011891
1.84509804,70,1.84509804,70,-2.040925202,0.0091007
2.255272505,180,2.255272505,180,-2.525681732,0.0029807
2,100,2,100,-2.258257658,0.0055175
2.477121255,300,2.477121255,300,-1.850442208,0.014111
2.08278537,121,2.274157849,188,-2.007446482,0.00983
1.84509804,70,1.84509804,70,-1.814854642,0.015316
2.255272505,180,2.255272505,180,-2.120411014,0.0075786
2,100,2,100,-2.398439735,0.0039954
2.477121255,300,2.477121255,300,-2.564314862,0.002727
2.553883027,358,1.672097858,47,-2.346517343,0.0045028
1.84509804,70,1.84509804,70,-1.807711387,0.01557
2.255272505,180,2.255272505,180,-2.093972198,0.0080543
2,100,2,100,-2.845606462,0.0014269
2.477121255,300,2.477121255,300,-1.99366234,0.010147
2.50242712,318,2.568201724,370,-2.706416487,0.001966
1.84509804,70,1.84509804,70,-2.465377466,0.0034247
2.255272505,180,2.255272505,180,-2.202144101,0.0062785
2,100,2,100,-2.124059457,0.0075152
2.477121255,300,2.477121255,300,-2.172469189,0.0067225
2.462397998,290,2.546542663,352,-2.072296087,0.0084665
1.84509804,70,1.84509804,70,-1.851428191,0.014079
2.255272505,180,2.255272505,180,-2.539763871,0.0028856
2,100,2,100,-1.844633593,0.014301
2.477121255,300,2.477121255,300,-3.799833754,0.00015855
2.274157849,188,2.474216264,298,-1.832298765,0.014713
1.84509804,70,1.84509804,70,-2.791236267,0.0016172
2.255272505,180,2.255272505,180,-2.653705718,0.0022197
2,100,2,100,-2.445728951,0.0035832
2.477121255,300,2.477121255,300,-1.881801432,0.013128
1.672097858,47,2.017033339,104,-1.80421101,0.015696
1.84509804,70,1.84509804,70,-2.507574887,0.0031076
2.255272505,180,2.255272505,180,-2.122231405,0.0075469
2,100,2,100,-2.845606462,0.0014269
2.477121255,300,2.477121255,300,-1.889208339,0.012906
2.568201724,370,2.201397124,159,-2.314115013,0.0048516
1.84509804,70,1.84509804,70,-2.020242268,0.0095446
2.255272505,180,2.255272505,180,-2.042440598,0.009069
2,100,2,100,-2.168392545,0.0067859
2.477121255,300,2.477121255,300,-2.498803758,0.003171
2.546542663,352,2.36361198,231,-1.884955605,0.013033
1.84509804,70,1.84509804,70,-2.398439735,0.0039954
2.255272505,180,2.255272505,180,-2.020242268,0.0095446
2,100,2,100,-1.940095944,0.011479
2.477121255,300,2.477121255,300,-1.895649481,0.012716
2.474216264,298,2.017033339,104,-2.334456531,0.0046296
1.84509804,70,1.84509804,70,-2.706416487,0.001966
2.255272505,180,2.255272505,180,-1.83321478,0.014682
2,100,2,100,-2.727949425,0.0018709
2.477121255,300,2.477121255,300,-3.294683775,0.00050736
2.017033339,104,1.934498451,86,-2.168392545,0.0067859
1.84509804,70,1.84509804,70,-3.156381077,0.00069762
2.255272505,180,2.255272505,180,-1.973752819,0.010623
2,100,2,100,-2.217771108,0.0060566
2.477121255,300,2.477121255,300,-2.647547338,0.0022514
2.201397124,159,2.190331698,155,-2.641475066,0.0022831
1.84509804,70,1.84509804,70,-2.083835678,0.0082445
2.255272505,180,2.255272505,180,-3.100869228,0.00079274
2,100,2,100,-2.017362485,0.0096081
2.477121255,300,2.477121255,300,-3.051650618,0.00088787
2.36361198,231,1.995635195,99,-2.485970522,0.0032661
1.84509804,70,1.84509804,70,-3.083835678,0.00082445
2.255272505,180,2.255272505,180,-2.202144101,0.0062785
2,100,2,100,-2.229295232,0.005898
2.477121255,300,2.477121255,300,-1.943705113,0.011384
2.017033339,104,2.26245109,183,-2.051650618,0.0088787
1.84509804,70,1.84509804,70,-1.835112042,0.014618
2.255272505,180,2.255272505,180,-2.034915946,0.0092275
2,100,2,100,-2.559279783,0.0027588
2.477121255,300,2.477121255,300,-1.903298498,0.012494
1.934498451,86,2.482873584,304,-2.124059457,0.0075152
1.84509804,70,1.84509804,70,-3.595713771,0.00025368
2.255272505,180,2.255272505,180,-1.966053797,0.010813
2,100,2,100,-2.24112594,0.0057395
2.477121255,300,2.477121255,300,-3.294683775,0.00050736
2.190331698,155,2.29666519,198,-1.907735639,0.012367
1.84509804,70,1.84509804,70,-1.889208339,0.012906
2.255272505,180,2.255272505,180,-3.498803758,0.0003171
2,100,2,100,-1.831355223,0.014745
2.477121255,300,2.477121255,300,-1.817556814,0.015221
1.995635195,99,1.643452676,44,-1.977654124,0.010528
1.84509804,70,1.84509804,70,-3.007446482,0.000983
2.255272505,180,2.255272505,180,-2.346517343,0.0045028
2,100,2,100,-2.727949425,0.0018709
2.477121255,300,2.477121255,300,-2.113199175,0.0077055
2.26245109,183,1.812913357,65,-2.013085017,0.0097032
1.84509804,70,1.84509804,70,-2.023136692,0.0094812
2.255272505,180,2.255272505,180,-2.641475066,0.0022831
2,100,2,100,-1.944927618,0.011352
2.477121255,300,2.477121255,300,-1.875560989,0.013318
2.482873584,304,2.139879086,138,-1.902222265,0.012525
1.84509804,70,1.84509804,70,-1.877620268,0.013255
2.255272505,180,2.255272505,180,-1.917897116,0.012081
2,100,2,100,-2.093972198,0.0080543
2.477121255,300,2.477121255,300,-2.102609361,0.0078957
2.29666519,198,2.374748346,237,-2.826697158,0.0014904
1.84509804,70,1.84509804,70,-4.498940738,3.17E-05
2.255272505,180,2.255272505,180,-2.057897653,0.0087519
2,100,2,100,-1.816673203,0.015252
2.477121255,300,2.477121255,300,-2.408901987,0.0039003
1.643452676,44,2.130333768,135,-1.95597009,0.011067
1.84509804,70,1.84509804,70,-2.168392545,0.0067859
2.255272505,180,2.255272505,180,-2.17866337,0.0066273
2,100,2,100,-2.477620981,0.0033295
2.477121255,300,2.477121255,300,-2.000495378,0.0099886
1.812913357,65,2.593286067,392,-2.137075922,0.0072933
1.84509804,70,1.84509804,70,-2.635486526,0.0023148
2.255272505,180,2.255272505,180,-1.925951931,0.011859
2,100,2,100,-2.720652508,0.0019026
2.477121255,300,2.477121255,300,-1.944927618,0.011352
2.139879086,138,1.819543936,66,-1.928265236,0.011796
1.84509804,70,1.84509804,70,-1.94981365,0.011225
2.255272505,180,2.255272505,180,-2.215503956,0.0060883
2,100,2,100,-1.808604883,0.015538
2.477121255,300,2.477121255,300,-2.001875855,0.0099569
2.374748346,237,1.51851394,33,-2.255769622,0.0055492
1.84509804,70,1.84509804,70,-2.138973658,0.0072615
2.255272505,180,2.255272505,180,-2.265808449,0.0054224
2,100,2,100,-2.013085017,0.0097032
2.477121255,300,2.477121255,300,-3.220050157,0.00060249
2.130333768,135,2.545307116,351,-1.891367334,0.012842
1.84509804,70,1.84509804,70,-2.606705644,0.0024734
2.255272505,180,2.255272505,180,-2.236354913,0.0058029
2,100,2,100,-2.316961972,0.0048199
2.477121255,300,2.477121255,300,-2.666290817,0.0021563
2.593286067,392,2.459392488,288,-1.856329567,0.013921
1.84509804,70,1.84509804,70,-2.114989524,0.0076738
2.255272505,180,2.255272505,180,-2.265808449,0.0054224
2,100,2,100,-1.978976178,0.010496
2.477121255,300,2.477121255,300,-2.408901987,0.0039003
1.819543936,66,1.982271233,96,-3.100869228,0.00079274
1.84509804,70,1.84509804,70,-2.706416487,0.001966
2.255272505,180,2.255272505,180,-2.569392889,0.0026953
2,100,2,100,-2.358922687,0.004376
2.477121255,300,2.477121255,300,-2.206551879,0.0062151
1.51851394,33,1.86923172,74,-2.679272273,0.0020928
1.84509804,70,1.84509804,70,-2.059473554,0.0087202
2.255272505,180,2.255272505,180,-2.384860406,0.0041223
2,100,2,100,-1.916748283,0.012113
2.477121255,300,2.477121255,300,-1.862329463,0.01373
2.545307116,351,2.130333768,135,-2.322712499,0.0047565
1.84509804,70,1.84509804,70,-1.829503594,0.014808
2.255272505,180,2.255272505,180,-2.706416487,0.001966
2,100,2,100,-2.46942894,0.0033929
2.477121255,300,2.477121255,300,-2.449588181,0.0035515
2.459392488,288,2.176091259,150,-2.334456531,0.0046296
1.84509804,70,1.84509804,70,-1.823041019,0.01503
2.255272505,180,2.255272505,180,-2.635486526,0.0023148
2,100,2,100,-1.909988976,0.012303
2.477121255,300,2.477121255,300,-2.388212986,0.0040906
1.982271233,96,2.350248018,224,-1.886023242,0.013001
1.84509804,70,1.84509804,70,-2.166368483,0.0068176
2.255272505,180,2.255272505,180,-1.940095944,0.011479
2,100,2,100,-2.255769622,0.0055492
2.477121255,300,2.477121255,300,-1.846551011,0.014238
1.86923172,74,2.463892989,291,-3.036410483,0.00091958
1.84509804,70,1.84509804,70,-2.172469189,0.0067225
2.255272505,180,2.255272505,180,-1.848507572,0.014174
2,100,2,100,-1.84752819,0.014206
2.477121255,300,2.477121255,300,-1.864326806,0.013667
2.130333768,135,2.093421685,124,-1.905528871,0.01243
1.84509804,70,1.84509804,70,-2.062642616,0.0086568
2.255272505,180,2.255272505,180,-1.83321478,0.014682
2,100,2,100,-1.903298498,0.012494
2.477121255,300,2.477121255,300,-2.154412104,0.0070079
2.176091259,150,2.290034611,195,-2.064235861,0.0086251
1.84509804,70,1.84509804,70,-2.94248604,0.0011416
2.255272505,180,2.255272505,180,-2.109640469,0.0077689
2,100,2,100,-2.034915946,0.0092275
2.477121255,300,2.477121255,300,-1.856329567,0.013921
2.350248018,224,2.367355921,233,-2.34044507,0.0045662
1.84509804,70,1.84509804,70,-1.872474075,0.013413
2.255272505,180,2.255272505,180,-2.082163775,0.0082763
2,100,2,100,-1.930590929,0.011733
2.477121255,300,2.477121255,300,-2.043961301,0.0090373
2.463892989,291,2.424881637,266,-2.015931976,0.0096398
1.84509804,70,1.84509804,70,-2.384860406,0.0041223
2.255272505,180,2.255272505,180,-3.176584463,0.00066591
2,100,2,100,-1.799833754,0.015855
2.477121255,300,2.477121255,300,-1.883923828,0.013064
2.093421685,124,2.536558443,344,-1.952257982,0.011162
1.84509804,70,1.84509804,70,-1.802443787,0.01576
2.255272505,180,2.255272505,180,-2.629579441,0.0023465
2,100,2,100,-2.896743767,0.0012684
2.477121255,300,2.477121255,300,-1.903298498,0.012494
2.290034611,195,1.763427994,58,-1.83698779,0.014555
1.84509804,70,1.84509804,70,-1.97637721,0.010559
2.255272505,180,2.255272505,180,-2.036410483,0.0091958
2,100,2,100,-1.927088684,0.011828
2.477121255,300,2.477121255,300,-1.80950022,0.015506
2.367355921,233,2.413299764,259,-1.897840817,0.012652
1.84509804,70,1.84509804,70,-1.94981365,0.011225
2.255272505,180,2.255272505,180,-1.832298765,0.014713
2,100,2,100,-2.059473554,0.0087202
2.477121255,300,2.477121255,300,-2.441903712,0.0036149
2.424881637,266,1.986771734,97,-2.003260733,0.0099252
1.84509804,70,1.84509804,70,-1.989615229,0.010242
2.255272505,180,2.255272505,180,-1.871439193,0.013445
2,100,2,100,-1.935317434,0.011606
2.477121255,300,2.477121255,300,-1.8033265,0.015728
2.536558443,344,2.545307116,351,-2.485970522,0.0032661
1.84509804,70,1.84509804,70,-2.907735639,0.0012367
2.255272505,180,2.255272505,180,-2.817556814,0.0015221
2,100,2,100,-2.311286595,0.0048833
2.477121255,300,2.477121255,300,-2.750630405,0.0017757
1.763427994,58,2.419955748,263,-1.902222265,0.012525
1.84509804,70,1.84509804,70,-2.659952682,0.002188
2.255272505,180,2.255272505,180,-2.006048213,0.0098617
2,100,2,100,-1.835112042,0.014618
2.477121255,300,2.477121255,300,-3.220050157,0.00060249
2.413299764,259,1.681241237,48,-2.030458291,0.0093227
1.84509804,70,1.84509804,70,-3.243531253,0.00057078
2.255272505,180,2.255272505,180,-2.569392889,0.0026953
2,100,2,100,-2.042440598,0.009069
2.477121255,300,2.477121255,300,-3.896743767,0.00012684
1.986771734,97,2.193124598,156,-2.601174933,0.0025051
1.84509804,70,1.84509804,70,-2.135192371,0.007325
2.255272505,180,2.255272505,180,-2.405386491,0.003932
2,100,2,100,-2.182838044,0.0065639
2.477121255,300,2.477121255,300,-1.904412253,0.012462
2.545307116,351,1.806179974,64,-1.975063032,0.010591
1.84509804,70,1.84509804,70,-1.816673203,0.015252
2.255272505,180,2.255272505,180,-1.849458459,0.014143
2,100,2,100,-1.805957672,0.015633
2.477121255,300,2.477121255,300,-1.865344858,0.013635
2.419955748,263,2.462397998,290,-1.99366234,0.010147
1.84509804,70,1.84509804,70,-1.959714201,0.010972
2.255272505,180,2.255272505,180,-1.984263126,0.010369
2,100,2,100,-1.854368585,0.013984
2.477121255,300,2.477121255,300,-1.895649481,0.012716
1.681241237,48,2.283301229,192,-2.144698955,0.0071664
1.84509804,70,1.84509804,70,-2.154412104,0.0070079
2.255272505,180,2.255272505,180,-2.03193754,0.009291
2,100,2,100,-2.569392889,0.0026953
2.477121255,300,2.477121255,300,-1.849458459,0.014143
2.193124598,156,2.586587305,386,-2.099130582,0.0079592
1.84509804,70,1.84509804,70,-3.067445066,0.00085616
2.255272505,180,2.255272505,180,-1.814854642,0.015316
2,100,2,100,-1.811268329,0.015443
2.477121255,300,2.477121255,300,-1.938886946,0.011511
1.806179974,64,2.519827994,331,-2.125895237,0.0074835
1.84509804,70,1.84509804,70,-2.045487347,0.0090056
2.255272505,180,2.255272505,180,-1.927088684,0.011828
2,100,2,100,-2.021687069,0.0095129
2.477121255,300,2.477121255,300,-1.89350313,0.012779
2.462397998,290,2.40654018,255,-2.100869228,0.0079274
1.84509804,70,1.84509804,70,-1.823937695,0.014999
2.255272505,180,2.255272505,180,-1.93296636,0.011669
2,100,2,100,-2.419622512,0.0038052
2.477121255,300,2.477121255,300,-1.895649481,0.012716
2.283301229,192,1.812913357,65,-2.423255646,0.0037735
1.84509804,70,1.84509804,70,-2.082163775,0.0082763
2.255272505,180,2.255272505,180,-2.549412212,0.0028222
2,100,2,100,-1.992294886,0.010179
2.477121255,300,2.477121255,300,-1.959714201,0.010972
2.586587305,386,2.522444234,333,-2.559279783,0.0027588
1.84509804,70,1.84509804,70,-2.653705718,0.0022197
2.255272505,180,2.255272505,180,-2.220050157,0.0060249
2,100,2,100,-1.824865241,0.014967
2.477121255,300,2.477121255,300,-2.618000978,0.0024099
2.519827994,331,2.522444234,333,-2.020242268,0.0095446
1.84509804,70,1.84509804,70,-2.166368483,0.0068176
2.255272505,180,2.255272505,180,-2.140873717,0.0072298
2,100,2,100,-2.170426084,0.0067542
2.477121255,300,2.477121255,300,-2.114989524,0.0076738
2.40654018,255,2.045322979,111,-1.913355479,0.012208
1.84509804,70,1.84509804,70,-2.426919429,0.0037418
2.255272505,180,2.255272505,180,-1.927088684,0.011828
2,100,2,100,-2.774535641,0.0016806
2.477121255,300,2.477121255,300,-2.381533508,0.004154
1.812913357,65,2.556302501,360,-3.197773762,0.0006342
1.84509804,70,1.84509804,70,-2.104356495,0.007864
2.255272505,180,2.255272505,180,-1.919012953,0.01205
2,100,2,100,-2.750630405,0.0017757
2.477121255,300,2.477121255,300,-2.180745691,0.0065956
2.522444234,333,2.436162647,273,-3.243531253,0.00057078
1.84509804,70,1.84509804,70,-2.238733875,0.0057712
2.255272505,180,2.255272505,180,-2.048555621,0.0089422
2,100,2,100,-1.913355479,0.012208
2.477121255,300,2.477121255,300,-1.870406772,0.013477
2.522444234,333,1.681241237,48,-2.365270892,0.0043125
1.84509804,70,1.84509804,70,-1.895649481,0.012716
2.255272505,180,2.255272505,180,-2.595713771,0.0025368
2,100,2,100,-2.250835908,0.0056126
2.477121255,300,2.477121255,300,-1.948577334,0.011257
2.045322979,111,2.086359831,122,-3.051650618,0.00088787
1.84509804,70,1.84509804,70,-2.629579441,0.0023465
2.255272505,180,2.255272505,180,-2.490206272,0.0032344
2,100,2,100,-1.981590793,0.010433
2.477121255,300,2.477121255,300,-2.623751625,0.0023782
2.556302501,360,2.408239965,256,-2.355787972,0.0044077
1.84509804,70,1.84509804,70,-1.9201678,0.012018
2.255272505,180,2.255272505,180,-2.199956876,0.0063102
2,100,2,100,-2.34044507,0.0045662
2.477121255,300,2.477121255,300,-2.569392889,0.0026953
2.436162647,273,1.73239376,54,-2.294683775,0.0050736
1.84509804,70,1.84509804,70,-1.881801432,0.013128
2.255272505,180,2.255272505,180,-2.358922687,0.004376
2,100,2,100,-2.584993246,0.0026002
2.477121255,300,2.477121255,300,-2.539763871,0.0028856
1.681241237,48,1.995635195,99,-2.294683775,0.0050736
1.84509804,70,1.84509804,70,-1.875560989,0.013318
2.255272505,180,2.255272505,180,-2.170426084,0.0067542
2,100,2,100,-2.449588181,0.0035515
2.477121255,300,2.477121255,300,-1.866333377,0.013604
2.086359831,122,2.28780173,194,-1.88709351,0.012969
1.84509804,70,1.84509804,70,-2.612307697,0.0024417
2.255272505,180,2.255272505,180,-2.042440598,0.009069
2,100,2,100,-1.852416418,0.014047
2.477121255,300,2.477121255,300,-1.92245042,0.011955
2.408239965,256,2.155336037,143,-2.95475528,0.0011098
1.84509804,70,1.84509804,70,-2.27870062,0.0052638
2.255272505,180,2.255272505,180,-2.579730616,0.0026319
2,100,2,100,-2.077201906,0.0083714
2.477121255,300,2.477121255,300,-2.156381077,0.0069762
1.73239376,54,2.428134794,268,-1.94981365,0.011225
1.84509804,70,1.84509804,70,-2.072296087,0.0084665
2.255272505,180,2.255272505,180,-1.882861334,0.013096
2,100,2,100,-2.423255646,0.0037735
2.477121255,300,2.477121255,300,-2.99366234,0.0010147
1.995635195,99,2.276461804,189,-1.898940645,0.01262
1.84509804,70,1.84509804,70,-1.958488887,0.011003
2.255272505,180,2.255272505,180,-2.43062609,0.00371
2,100,2,100,-1.966053797,0.010813
2.477121255,300,2.477121255,300,-2.412446173,0.0038686
2.28780173,194,2.460897843,289,-2.276093028,0.0052955
1.84509804,70,1.84509804,70,-1.911084653,0.012272
2.255272505,180,2.255272505,180,-1.823041019,0.01503
2,100,2,100,-2.579730616,0.0026319
2.477121255,300,2.477121255,300,-2.067445066,0.0085616
2.155336037,143,2.243038049,175,-2.073925211,0.0084348
1.84509804,70,1.84509804,70,-2.124059457,0.0075152
2.255272505,180,2.255272505,180,-2.521087361,0.0030124
2,100,2,100,-1.895649481,0.012716
2.477121255,300,2.477121255,300,-2.180745691,0.0065956
2.428134794,268,2.587710965,387,-2.300153606,0.0050101
1.84509804,70,1.84509804,70,-2.569392889,0.0026953
2.255272505,180,2.255272505,180,-2.395007586,0.0040271
2,100,2,100,-1.815762971,0.015284
2.477121255,300,2.477121255,300,-2.438111872,0.0036466
2.276461804,189,2.167317335,147,-2.124059457,0.0075152
1.84509804,70,1.84509804,70,-2.001875855,0.0099569
2.255272505,180,2.255272505,180,-2.233988912,0.0058346
2,100,2,100,-1.875560989,0.013318
2.477121255,300,2.477121255,300,-2.116787284,0.0076421
2.460897843,289,2.558708571,362,-1.977654124,0.010528
1.84509804,70,1.84509804,70,-1.880744111,0.01316
2.255272505,180,2.255272505,180,-2.606705644,0.0024734
2,100,2,100,-1.816673203,0.015252
2.477121255,300,2.477121255,300,-2.408901987,0.0039003
2.243038049,175,2.521138084,332,-2.774535641,0.0016806
1.84509804,70,1.84509804,70,-2.164353811,0.0068493
2.255272505,180,2.255272505,180,-2.782805682,0.0016489
2,100,2,100,-2.204342398,0.0062468
2.477121255,300,2.477121255,300,-2.150500737,0.0070713
2.587710965,387,1.954242509,90,-2.672722823,0.0021246
1.84509804,70,1.84509804,70,-2.189176276,0.0064688
2.255272505,180,2.255272505,180,-2.104356495,0.007864
2,100,2,100,-1.8033265,0.015728
2.477121255,300,2.477121255,300,-2.150500737,0.0070713
2.167317335,147,2.561101384,364,-1.819386749,0.015157
1.84509804,70,1.84509804,70,-2.162348442,0.006881
2.255272505,180,2.255272505,180,-2.174521952,0.0066908
2,100,2,100,-2.195608382,0.0063737
2.477121255,300,2.477121255,300,-1.982924904,0.010401
2.558708571,362,2.11058971,129,-3.419622512,0.00038052
1.84509804,70,1.84509804,70,-2.065834972,0.0085934
2.255272505,180,2.255272505,180,-1.83321478,0.014682
2,100,2,100,-2.623751625,0.0023782
2.477121255,300,2.477121255,300,-1.943705113,0.011384
2.521138084,332,2.318063335,208,-3.268354837,0.00053907
1.84509804,70,1.84509804,70,-2.384860406,0.0041223
2.255272505,180,2.255272505,180,-2.311286595,0.0048833
2,100,2,100,-2.579730616,0.0026319
2.477121255,300,2.477121255,300,-2.197773762,0.006342
1.954242509,90,1.86332286,73,-2.007446482,0.00983
1.84509804,70,1.84509804,70,-2.036410483,0.0091958
2.255272505,180,2.255272505,180,-1.905528871,0.01243
2,100,2,100,-1.9201678,0.012018
2.477121255,300,2.477121255,300,-2.187053237,0.0065005
2.561101384,364,2.532754379,341,-2.099130582,0.0079592
1.84509804,70,1.84509804,70,-2.059473554,0.0087202
2.255272505,180,2.255272505,180,-2.042440598,0.009069
2,100,2,100,-2.16035229,0.0069127
2.477121255,300,2.477121255,300,-1.977654124,0.010528
2.11058971,129,2.403120521,253,-2.073925211,0.0084348
1.84509804,70,1.84509804,70,-1.813948209,0.015348
2.255272505,180,2.255272505,180,-1.815762971,0.015284
2,100,2,100,-2.371703048,0.0042491
2.477121255,300,2.477121255,300,-2.465377466,0.0034247
2.318063335,208,1.431363764,27,-2.564314862,0.002727
1.84509804,70,1.84509804,70,-2.477620981,0.0033295
2.255272505,180,2.255272505,180,-1.995034113,0.010115
2,100,2,100,-2.166368483,0.0068176
2.477121255,300,2.477121255,300,-3.036410483,0.00091958
1.86332286,73,2.423245874,265,-2.217771108,0.0060566
1.84509804,70,1.84509804,70,-1.83321478,0.014682
2.255272505,180,2.255272505,180,-2.045487347,0.0090056
2,100,2,100,-2.449588181,0.0035515
2.477121255,300,2.477121255,300,-1.841758162,0.014396
2.532754379,341,2,100,-1.845606462,0.014269
1.84509804,70,1.84509804,70,-1.909988976,0.012303
2.255272505,180,2.255272505,180,-1.838901644,0.014491
2,100,2,100,-2.530325227,0.002949
2.477121255,300,2.477121255,300,-2.106110686,0.0078323
2.403120521,253,1.62324929,42,-1.850442208,0.014111
1.84509804,70,1.84509804,70,-2.398439735,0.0039954
2.255272505,180,2.255272505,180,-2.013085017,0.0097032
2,100,2,100,-1.941308317,0.011447
2.477121255,300,2.477121255,300,-1.951014697,0.011194
1.431363764,27,1.505149978,32,-1.83698779,0.014555
1.84509804,70,1.84509804,70,-2.461376004,0.0034564
2.255272505,180,2.255272505,180,-2.490206272,0.0032344
2,100,2,100,-1.826697158,0.014904
2.477121255,300,2.477121255,300,-1.855363532,0.013952
2.423245874,265,1.531478917,34,-2.082163775,0.0082763
1.84509804,70,1.84509804,70,-1.836034017,0.014587
2.255272505,180,2.255272505,180,-2.276093028,0.0052955
2,100,2,100,-1.995034113,0.010115
2.477121255,300,2.477121255,300,-1.934158966,0.011637
2,100,2.505149978,320,-2.270916243,0.005359
1.84509804,70,1.84509804,70,-2.102609361,0.0078957
2.255272505,180,2.255272505,180,-2.250835908,0.0056126
2,100,2,100,-2.054762903,0.0088153
2.477121255,300,2.477121255,300,-1.90661334,0.012399
1.62324929,42,2.571708832,373,-1.989615229,0.010242
1.84509804,70,1.84509804,70,-2.408901987,0.0039003
2.255272505,180,2.255272505,180,-2.146624283,0.0071347
2,100,2,100,-1.838901644,0.014491
2.477121255,300,2.477121255,300,-1.958488887,0.011003
1.505149978,32,2.383815366,242,-2.679272273,0.0020928
1.84509804,70,1.84509804,70,-2.150500737,0.0070713
2.255272505,180,2.255272505,180,-1.958488887,0.011003
2,100,2,100,-3.544561249,0.00028539
2.477121255,300,2.477121255,300,-1.980302269,0.010464
1.531478917,34,2.546542663,352,-2.061055195,0.0086885
1.84509804,70,1.84509804,70,-1.806847563,0.015601
2.255272505,180,2.255272505,180,-2.007446482,0.00983
2,100,2,100,-1.816673203,0.015252
2.477121255,300,2.477121255,300,-1.941308317,0.011447
2.505149978,320,2.136720567,137,-2.082163775,0.0082763
1.84509804,70,1.84509804,70,-2.584993246,0.0026002
2.255272505,180,2.255272505,180,-2.549412212,0.0028222
2,100,2,100,-2.007446482,0.00983
2.477121255,300,2.477121255,300,-1.996367163,0.010084
2.571708832,373,2.5774918,378,-2.281323964,0.0052321
1.84509804,70,1.84509804,70,-2.328549446,0.004693
2.255272505,180,2.255272505,180,-2.368475062,0.0042808
2,100,2,100,-2.109640469,0.0077689
2.477121255,300,2.477121255,300,-2.865344858,0.0013635
2.383815366,242,2.252853031,179,-1.959714201,0.010972
1.84509804,70,1.84509804,70,-2.051650618,0.0088787
2.255272505,180,2.255272505,180,-2.782805682,0.0016489
2,100,2,100,-1.966053797,0.010813
2.477121255,300,2.477121255,300,-1.981590793,0.010433
2.546542663,352,2.587710965,387,-1.849458459,0.014143
1.84509804,70,1.84509804,70,-1.851428191,0.014079
2.255272505,180,2.255272505,180,-1.989615229,0.010242
2,100,2,100,-2.826697158,0.0014904
2.477121255,300,2.477121255,300,-2.346517343,0.0045028
2.136720567,137,2.434568904,272,-2.087188299,0.0081811
1.84509804,70,1.84509804,70,-1.972487308,0.010654
2.255272505,180,2.255272505,180,-3.457411073,0.00034881
2,100,2,100,-2.222341229,0.0059932
2.477121255,300,2.477121255,300,-3.653705718,0.00022197
2.5774918,378,1.826074803,67,-2.082163775,0.0082763
