Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor4_Log,Receptor_measurement5,Wind_speed,Wind_speed_reci,Source_Location_X,Source_Location_Y,Source_Emission_rate
1.35E-06,-11.73933246,0.00059568,-6.449973962,6.91E-11,0.0019879,-5.40E+00,0.0055584,4,0.25,35,282,0.0041223
0.0042094,-4.751559607,0.0013169,-5.760894405,0.0089649,0.00070534,-6.30E+00,2.44E-06,16,0.0625,70,70,0.01484
0.0048778,-4.623552021,0.1195,-1.845264189,9.59E-10,0.15373,-1.63E+00,0.015367,1,1,180,180,0.0086885
0.00083647,-6.155099261,0.00039041,-6.816958134,0.0072264,0.00024514,-7.22E+00,1.99E-06,16,0.0625,100,100,0.0042491
4.48E-20,-38.69744397,0.00012545,-7.803058669,0,0.0018682,-5.46E+00,0.012528,6,0.166666667,300,300,0.010813
7.43E-08,-14.25802237,0.00034643,-6.920769012,1.83E-273,0.00072992,-6.27E+00,0.0001793,19,0.052631579,240,211,0.015728
0.0052047,-4.567208597,0.0016283,-5.576531154,0.011084,0.00087211,-6.12E+00,3.02E-06,13,0.076923077,70,70,0.012113
1.28E-05,-9.785580061,0.00031401,-7.006113042,2.52E-12,0.00040397,-6.79E+00,4.04E-05,5,0.2,180,180,0.00057078
0.61204,-0.426440387,0.28566,-1.088301136,5.2876,0.17937,-1.49E+00,0.0014592,1,1,100,100,0.012145
2.35E-21,-41.25786428,6.57E-06,-10.36486926,0,9.78E-05,-8.02E+00,0.00065583,19,0.052631579,300,300,0.0056761
1.04E-12,-23.96593332,4.81E-06,-10.63570985,2.28E-38,5.55E-05,-8.51E+00,0.00063646,18,0.055555556,118,346,0.0055175
0.033802,-2.942115205,0.010575,-3.951439248,0.071989,0.0056639,-4.49E+00,1.96E-05,5,0.2,70,70,0.011637
9.23E-05,-8.069596598,0.0022607,-5.291514131,1.81E-11,0.0029084,-5.07E+00,0.00029073,7,0.142857143,180,180,0.0080543
0.00066792,-6.350551104,0.00031175,-7.012387076,0.0057703,0.00019574,-7.42E+00,1.59E-06,16,0.0625,100,100,0.0033929
5.35E-20,-38.54329244,0.00014992,-7.648280853,0,0.0022326,-5.30E+00,0.014972,5,0.2,300,300,0.0089739
6.56E-05,-8.366192321,0.00015101,-7.641988585,8.99E-05,0.0001359,-7.73E+00,4.82E-06,17,0.058823529,143,147,0.0022514
0.036842,-2.867313604,0.011526,-3.87664277,0.078462,0.0061732,-4.42E+00,2.14E-05,2,0.5,70,70,0.0020294
5.10E-05,-8.584859648,0.0012491,-5.806805583,1.00E-11,0.001607,-5.59E+00,0.00016064,9,0.111111111,180,180,0.0073567
0.0024396,-5.225362751,0.0011387,-5.887181359,0.021076,0.00071495,-6.29E+00,5.82E-06,13,0.076923077,100,100,0.0081811
3.30E-21,-40.96297212,9.25E-06,-10.06771653,0,0.00013771,-7.72E+00,0.00092351,13,0.076923077,300,300,0.0037418
0.071695,-2.289022262,0.017116,-3.533195444,0,0.0080324,-4.19E+00,4.96E-07,4,0.25,282,78,0.007864
0.028207,-3.099286203,0.0088244,-4.108629628,0.060072,0.0047264,-4.65E+00,1.64E-05,2,0.5,70,70,0.0015538
3.38E-05,-8.942166599,0.00082774,-6.164212115,6.64E-12,0.0010649,-5.95E+00,0.00010645,7,0.142857143,180,180,0.002949
0.00043946,-6.714161297,0.00020511,-7.376026331,0.0037966,0.00012879,-7.78E+00,1.05E-06,20,0.05,100,100,0.0034881
5.75E-20,-38.48066431,0.00016105,-7.586078542,0,0.0023982,-5.24E+00,0.016083,5,0.2,300,300,0.0096398
9.60E-06,-10.03545753,0.0019478,-5.420911277,3.89E-35,0.0031199,-5.01E+00,0.0004665,6,0.166666667,211,195,0.0064054
0.0042573,-4.74173149,0.0013319,-5.751056762,0.0090667,0.00071335,-6.29E+00,2.47E-06,15,0.066666667,70,70,0.013191
0.0013485,-5.740298098,0.033036,-2.962025085,2.65E-10,0.042501,-2.74E+00,0.0042484,2,0.5,180,180,0.0096081
0.0053485,-4.543536,0.0024964,-5.205371652,0.046207,0.0015674,-5.61E+00,1.28E-05,7,0.142857143,100,100,0.0052004
1.73E-20,-39.52390779,4.84E-05,-8.630309277,0,0.00072044,-6.28E+00,0.0048315,11,0.090909091,300,300,0.014016
6.45E-55,-108.3808806,7.73E-07,-12.22364101,0,0.00037067,-6.86E+00,0.033261,3,0.333333333,346,400,0.0065639
0.00045476,-6.684435484,0.00014227,-7.693773337,0.00096851,7.62E-05,-8.24E+00,2.64E-07,20,0.05,70,70,0.0025051
3.34E-05,-8.952507066,0.00081773,-6.174780138,6.56E-12,0.001052,-5.96E+00,0.00010516,8,0.125,180,180,0.0038052
0.0006512,-6.372571216,0.00030394,-7.034424282,0.0056258,0.00019084,-7.44E+00,1.55E-06,20,0.05,100,100,0.0051687
2.76E-21,-41.11818184,7.74E-06,-10.22251808,0,0.00011528,-7.88E+00,0.00077307,19,0.052631579,300,300,0.0066908
0.00019855,-7.404260217,4.49E-05,-8.695507318,2.76E-06,1.98E-05,-9.41E+00,5.30E-09,18,0.055555556,147,44,0.00060249
0.010822,-3.931384941,0.0033857,-4.940703053,0.023048,0.0018134,-5.48E+00,6.27E-06,10,0.1,70,70,0.014904
2.49E-05,-9.207601306,0.00061057,-6.428529077,4.90E-12,0.0007855,-6.21E+00,7.85E-05,5,0.2,180,180,0.0011098
7.97E-05,-8.197083357,3.72E-05,-8.85891412,0.00068837,2.34E-05,-9.26E+00,1.90E-07,19,0.052631579,100,100,0.00057078
3.94E-20,-38.80900756,0.00011037,-7.914297915,0,0.0016435,-5.57E+00,0.011022,6,0.166666667,300,300,0.0095129
0.0022334,-5.302066976,0.0010436,-5.962931859,0.016148,0.00066217,-6.36E+00,6.96E-06,14,0.071428571,78,100,0.0090373
0.0011283,-5.895150824,0.00035298,-6.904499802,0.0024029,0.00018906,-7.45E+00,6.54E-07,20,0.05,70,70,0.0062151
5.63E-06,-10.49898321,0.00013796,-7.720493629,1.11E-12,0.00017748,-7.50E+00,1.77E-05,14,0.071428571,180,180,0.001966
0.0017354,-5.521200814,0.00080996,-6.183072857,0.014992,0.00050857,-6.59E+00,4.14E-06,16,0.0625,100,100,0.0088153
1.71E-19,-37.53400778,0.00047973,-6.638006244,0,0.0071439,-4.29E+00,0.047909,3,0.333333333,300,300,0.010337
9.28E-17,-32.06490405,2.18E-06,-11.32308701,2.26E-142,4.25E-05,-8.74E+00,0.00066996,19,0.052631579,195,348,0.0053272
0.00012792,-7.786123099,4.00E-05,-8.795880017,0.00027244,2.14E-05,-9.34E+00,7.42E-08,6,0.166666667,70,70,6.34E-05
1.80E-05,-9.48945499,0.00044065,-6.711812451,3.54E-12,0.00056689,-6.49E+00,5.67E-05,17,0.058823529,180,180,0.0092593
0.016274,-3.577011377,0.0075956,-4.238875828,0.14059,0.0047692,-4.64E+00,3.88E-05,7,0.142857143,100,100,0.015823
9.01E-20,-38.09055042,0.00025217,-7.196613163,0,0.0037552,-4.85E+00,0.025183,5,0.2,300,300,0.015094
3.69E-86,-170.8659473,2.15E-08,-15.33512308,0,7.66E-06,-1.02E+01,0.00055372,11,0.090909091,400,364,0.00079274
0.052704,-2.556312845,0.016488,-3.565664042,0.11224,0.0088312,-4.11E+00,3.06E-05,3,0.333333333,70,70,0.0065322
1.95E-05,-9.419930777,0.0004784,-6.640417658,3.84E-12,0.00061546,-6.42E+00,6.15E-05,14,0.071428571,180,180,0.0068176
0.0014382,-5.684361431,0.00067128,-6.346192584,0.012425,0.00042149,-6.75E+00,3.43E-06,10,0.1,100,100,0.0028539
1.23E-20,-39.82018978,3.44E-05,-8.926883115,0,0.00051224,-6.58E+00,0.0034352,12,0.083333333,300,300,0.011859
2.01E-09,-17.39360789,1.08E-05,-9.933152489,8.70E-17,5.72E-05,-8.49E+00,0.00031469,16,0.0625,44,316,0.0027905
0.0029269,-5.067184231,0.00091566,-6.076531515,0.0062333,0.00049043,-6.62E+00,1.70E-06,15,0.066666667,70,70,0.009069
0.00013915,-7.713033579,0.0034089,-4.934771477,2.74E-11,0.0043855,-4.72E+00,0.00043838,7,0.142857143,180,180,0.012145
0.004605,-4.673540731,0.0021493,-5.335405923,0.039783,0.0013495,-5.74E+00,1.10E-05,13,0.076923077,100,100,0.015443
7.26E-21,-40.27812676,2.03E-05,-9.385007924,0,0.00030268,-7.04E+00,0.0020299,12,0.083333333,300,300,0.0070079
0.0010001,-5.999913145,0.0010784,-5.934440242,0.0069352,0.0008605,-6.13E+00,2.60E-05,16,0.0625,100,133,0.013604
0.0086395,-4.127022782,0.0027028,-5.136372179,0.0184,0.0014477,-5.68E+00,5.01E-06,11,0.090909091,70,70,0.014396
2.75E-05,-9.121334612,0.00067305,-6.343905343,5.40E-12,0.00086587,-6.13E+00,8.66E-05,17,0.058823529,180,180,0.014143
0.00072996,-6.273401875,0.0003407,-6.935255733,0.0063063,0.00021392,-7.34E+00,1.74E-06,18,0.055555556,100,100,0.004693
1.25E-20,-39.80617997,3.49E-05,-8.914349146,0,0.00051932,-6.57E+00,0.0034827,13,0.076923077,300,300,0.014111
0.01216,-3.83013285,0.37474,-0.852539895,0,0.27014,-1.14E+00,7.93E-05,1,1,348,126,0.011447
0.005874,-4.462132116,0.0018377,-5.471450769,0.01251,0.00098425,-6.01E+00,3.41E-06,7,0.142857143,70,70,0.0039637
9.90E-05,-8.008729611,0.0024259,-5.230254211,1.95E-11,0.003121,-5.01E+00,0.00031197,8,0.125,180,180,0.011289
0.0030327,-5.036341097,0.0014155,-5.698180253,0.0262,0.00088877,-6.10E+00,7.23E-06,15,0.066666667,100,100,0.01354
1.83E-21,-41.47509782,5.12E-06,-10.58146008,0,7.63E-05,-8.23E+00,0.00051142,15,0.066666667,300,300,0.0027588
3.11E-26,-51.01447922,8.22E-05,-8.170256365,0,0.00079729,-6.20E+00,0.0012556,14,0.071428571,364,263,0.014047
0.0026977,-5.138012696,0.00084397,-6.147345981,0.0057453,0.00045203,-6.69E+00,1.56E-06,13,0.076923077,70,70,0.0062785
0.0036672,-4.871330808,0.089841,-2.093050845,7.21E-10,0.11558,-1.87E+00,0.011553,1,1,180,180,0.0065322
0.00035157,-6.907976382,0.00016409,-7.56983577,0.0030373,0.00010303,-7.97E+00,8.38E-07,10,0.1,100,100,0.00069762
2.78E-21,-41.11191041,7.78E-06,-10.21804081,0,0.00011587,-7.87E+00,0.00077706,20,0.05,300,300,0.0074518
0.00013657,-7.729289381,0.00024675,-7.215485677,0,0.00014999,-7.65E+00,3.40E-08,20,0.05,316,110,0.0028539
0.014007,-3.707309743,0.0043822,-4.716615611,0.029832,0.0023471,-5.26E+00,8.12E-06,6,0.166666667,70,70,0.0069444
0.00037978,-6.84093582,0.009304,-4.062660597,7.47E-11,0.01197,-3.84E+00,0.0011965,3,0.333333333,180,180,0.0060883
0.0065169,-4.371917886,0.0030417,-5.033767244,0.056301,0.0019099,-5.44E+00,1.55E-05,8,0.125,100,100,0.0082763
3.07E-20,-39.02572325,8.61E-05,-8.129993697,0,0.001282,-5.78E+00,0.0085972,8,0.125,300,300,0.013191
1.06E-08,-15.94938827,0.00010328,-7.971967541,5.02E-24,0.00041629,-6.76E+00,0.0010678,15,0.066666667,133,275,0.010781
0.0057085,-4.486955989,0.0017859,-5.496285725,0.012157,0.00095653,-6.04E+00,3.31E-06,12,0.083333333,70,70,0.01132
3.08E-05,-9.022898567,0.0007547,-6.2444513,6.06E-12,0.00097092,-6.03E+00,9.71E-05,16,0.0625,180,180,0.014047
0.00083978,-6.151668945,0.00039196,-6.813516502,0.007255,0.00024611,-7.22E+00,2.00E-06,14,0.071428571,100,100,0.0032661
6.01E-21,-40.44225106,1.68E-05,-9.549381437,0,0.00025079,-7.20E+00,0.0016819,9,0.111111111,300,300,0.0032661
2.32E-05,-9.26902403,0.0014635,-5.669214546,5.43E-10,0.0025852,-5.18E+00,0.0011154,8,0.125,126,213,0.011542
0.72532,-0.278940694,0.22691,-1.288292728,1.5447,0.12154,-1.83E+00,0.00042054,1,1,70,70,0.0099886
5.27E-05,-8.55637877,0.0012909,-5.778214798,1.04E-11,0.0016608,-5.56E+00,0.00016601,10,0.1,180,180,0.0093861
0.001476,-5.661827285,0.00068889,-6.323700239,0.012751,0.00043255,-6.73E+00,3.52E-06,12,0.083333333,100,100,0.0042174
2.34E-19,-37.26156829,0.00065484,-6.3677296,0,0.0097516,-4.02E+00,0.065398,3,0.333333333,300,300,0.014111
0.0017682,-5.504937228,0.00686,-4.327351769,0,0.0052985,-4.55E+00,1.72E-05,5,0.2,263,131,0.0064054
0.0068438,-4.329405381,0.0021411,-5.338726097,0.014575,0.0011468,-5.88E+00,3.97E-06,12,0.083333333,70,70,0.013572
2.48E-05,-9.211096638,0.00060648,-6.434367033,4.87E-12,0.00078024,-6.22E+00,7.80E-05,16,0.0625,180,180,0.011289
0.19895,-1.402512113,0.09286,-2.064342641,1.7188,0.058306,-2.47E+00,0.00047434,2,0.5,100,100,0.015791
2.73E-22,-43.12767471,7.65E-07,-12.23267713,0,1.14E-05,-9.89E+00,7.64E-05,15,0.066666667,300,300,0.00041223
0.0001625,-7.578293269,7.43E-05,-8.258022372,0.0015022,4.61E-05,-8.67E+00,3.18E-07,16,0.0625,110,99,0.00079274
0.001619,-5.581506302,0.0005065,-6.590841101,0.003448,0.00027128,-7.13E+00,9.39E-07,16,0.0625,70,70,0.0057078
9.58E-05,-8.037268982,0.0023475,-5.258788798,1.88E-11,0.0030201,-5.04E+00,0.00030189,9,0.111111111,180,180,0.013825
0.00014205,-7.695117524,6.63E-05,-8.356972943,0.0012272,4.16E-05,-8.76E+00,3.39E-07,15,0.066666667,100,100,0.0006342
8.07E-21,-40.18625293,2.26E-05,-9.291783122,0,0.00033667,-6.95E+00,0.0022578,16,0.0625,300,300,0.013857
7.97E-14,-26.19708336,0.00071247,-6.294466836,0,0.0051217,-4.58E+00,0.013627,5,0.2,275,274,0.013794
0.0015499,-5.619392643,0.0004849,-6.628695632,0.0033009,0.00025971,-7.17E+00,8.99E-07,19,0.052631579,70,70,0.0077055
0.00029819,-7.05101385,0.0073051,-4.272747669,5.86E-11,0.0093979,-4.05E+00,0.00093942,2,0.5,180,180,0.0021246
0.01638,-3.571372205,0.0076451,-4.233233659,0.14151,0.0048003,-4.64E+00,3.91E-05,6,0.166666667,100,100,0.011701
5.78E-21,-40.47614432,1.62E-05,-9.580969971,0,0.00024105,-7.24E+00,0.0016166,3,0.333333333,300,300,0.00034881
0.0035717,-4.894250052,0.0027406,-5.124308693,0.11658,0.0017722,-5.50E+00,4.62E-06,10,0.1,213,111,0.00983
0.014823,-3.658127783,0.0046373,-4.667469615,0.031569,0.0024838,-5.21E+00,8.59E-06,4,0.25,70,70,0.0032661
0.00020579,-7.373151466,0.0050416,-4.594863228,4.05E-11,0.006486,-4.38E+00,0.00064834,5,0.2,180,180,0.0091641
0.00018247,-7.477617056,8.52E-05,-8.13912081,0.0015764,5.35E-05,-8.54E+00,4.35E-07,17,0.058823529,100,100,0.0010464
7.57E-19,-36.24180824,0.002119,-5.347738087,0,0.031556,-3.00E+00,0.21162,1,1,300,300,0.0050736
0.0060815,-4.431978578,0.0014288,-5.690057117,0.00010361,0.00062574,-6.41E+00,1.82E-07,8,0.125,131,39,0.0039954
0.015607,-3.613361139,0.0048824,-4.622733286,0.033237,0.0026151,-5.17E+00,9.05E-06,6,0.166666667,70,70,0.0077372
1.87E-05,-9.456316787,0.00045732,-6.67955961,3.67E-12,0.00058834,-6.46E+00,5.88E-05,12,0.083333333,180,180,0.0047882
0.0053694,-4.540148483,0.0025061,-5.202003207,0.046387,0.0015736,-5.61E+00,1.28E-05,5,0.2,100,100,0.0026636
4.37E-21,-40.71903713,1.22E-05,-9.827280339,0,0.00018216,-7.48E+00,0.0012216,12,0.083333333,300,300,0.0042174
0.0016017,-5.590837649,0.0036514,-4.875081178,0.0033624,0.0034994,-4.91E+00,0.00024099,6,0.166666667,99,155,0.0077055
0.18191,-1.480286852,0.056908,-2.489653354,0.3874,0.03048,-3.03E+00,0.00010547,2,0.5,70,70,0.01002
2.95E-05,-9.060355968,0.00072384,-6.280714842,5.81E-12,0.00093122,-6.06E+00,9.31E-05,12,0.083333333,180,180,0.0075786
0.4858,-0.627084979,0.22674,-1.288943715,4.1969,0.14237,-1.69E+00,0.0011582,1,1,100,100,0.0096398
2.27E-19,-37.28794829,0.00063424,-6.395492743,0,0.0094449,-4.05E+00,0.06334,3,0.333333333,300,300,0.013667
1.08E-31,-61.93315249,4.08E-07,-12.77867967,0,5.87E-05,-8.46E+00,0.0031972,12,0.083333333,274,398,0.011289
0.00054867,-6.521377571,0.00017165,-7.530712384,0.0011685,9.19E-05,-8.07E+00,3.18E-07,16,0.0625,70,70,0.0019343
1.25E-05,-9.806179974,0.0003069,-7.026006223,2.46E-12,0.00039483,-6.81E+00,3.95E-05,9,0.111111111,180,180,0.0018075
0.0020349,-5.382913856,0.00094975,-6.044781396,0.01758,0.00059634,-6.45E+00,4.85E-06,17,0.058823529,100,100,0.011669
1.31E-20,-39.76545741,3.68E-05,-8.868304363,0,0.00054785,-6.52E+00,0.003674,12,0.083333333,300,300,0.012684
7.12E-07,-12.29504001,0.0001707,-7.535532958,5.56E-13,0.00040125,-6.79E+00,0.00039172,4,0.25,111,239,0.00053907
9.54E-05,-8.040903251,2.98E-05,-9.051567472,0.00020312,1.60E-05,-9.59E+00,5.53E-08,13,0.076923077,70,70,0.00022197
0.00048264,-6.632753375,0.011824,-3.854471158,9.49E-11,0.015211,-3.64E+00,0.0015205,3,0.333333333,180,180,0.0077372
0.0029401,-5.063275796,0.0013723,-5.725101873,0.0254,0.00086164,-6.13E+00,7.01E-06,16,0.0625,100,100,0.014935
3.41E-21,-40.93449124,9.54E-06,-10.04090325,0,0.000142,-7.70E+00,0.00095231,10,0.1,300,300,0.0022831
0.1404,-1.705265784,0.070531,-2.303239917,0.84051,0.046661,-2.66E+00,0.00084942,1,1,39,104,0.0033612
0.0016579,-5.560883337,0.00051866,-6.570234489,0.0035308,0.0002778,-7.11E+00,9.61E-07,5,0.2,70,70,0.00057078
1.53E-05,-9.630617138,0.00037572,-6.850271373,3.02E-12,0.00048336,-6.63E+00,4.83E-05,19,0.052631579,180,180,0.0098617
0.001365,-5.729734697,0.00063709,-6.391598423,0.011792,0.00040003,-6.80E+00,3.25E-06,12,0.083333333,100,100,0.0039003
5.24E-21,-40.56133743,1.47E-05,-9.665365331,0,0.00021838,-7.32E+00,0.0014645,17,0.058823529,300,300,0.010147
0.00050375,-6.595569882,0.00065086,-6.373024836,0.0029312,0.00050811,-6.59E+00,8.09E-06,18,0.055555556,155,131,0.0094178
0.0026024,-5.169251899,0.00081415,-6.178591146,0.0055423,0.00043606,-6.72E+00,1.51E-06,19,0.052631579,70,70,0.012938
0.00012462,-7.808824506,0.0030529,-5.030574842,2.45E-11,0.0039275,-4.81E+00,0.00039259,5,0.2,180,180,0.0055492
0.00039063,-6.816468813,0.00018232,-7.478331376,0.0033747,0.00011448,-7.88E+00,9.31E-07,15,0.066666667,100,100,0.001744
9.99E-21,-40.00086902,2.80E-05,-9.105683937,0,0.00041636,-6.76E+00,0.0027923,15,0.066666667,300,300,0.015062
6.76E-47,-92.34010661,2.09E-05,-9.359707428,0,0.00047943,-6.64E+00,0.0020198,11,0.090909091,398,284,0.0073567
0.0014843,-5.656956625,0.00046436,-6.666290395,0.0031612,0.00024872,-7.21E+00,8.61E-07,11,0.090909091,70,70,0.0024734
0.00014641,-7.668858519,0.0035869,-4.890561462,2.88E-11,0.0046145,-4.67E+00,0.00046127,7,0.142857143,180,180,0.012779
0.0059681,-4.448327817,0.0027856,-5.110162492,0.05156,0.001749,-5.51E+00,1.42E-05,7,0.142857143,100,100,0.0058029
1.74E-20,-39.5189015,4.87E-05,-8.624942078,0,0.00072533,-6.28E+00,0.0048643,11,0.090909091,300,300,0.014111
1.33E-07,-13.75229672,0.0026251,-5.161708296,4.93E-301,0.0066204,-4.36E+00,0.0026936,3,0.333333333,239,223,0.0038686
0.001682,-5.548348017,0.0005262,-6.557698313,0.0035821,0.00028183,-7.10E+00,9.75E-07,16,0.0625,70,70,0.0059297
0.00019582,-7.416285908,0.0047974,-4.637988138,3.85E-11,0.0061718,-4.42E+00,0.00061693,6,0.166666667,180,180,0.012557
0.0024867,-5.208753211,0.0011607,-5.870560031,0.021483,0.00072877,-6.27E+00,5.93E-06,14,0.071428571,100,100,0.0096715
2.52E-20,-39.19719892,7.06E-05,-8.302390598,0,0.0010519,-5.96E+00,0.0070541,6,0.166666667,300,300,0.0060883
0.0012973,-5.773919164,0.0081396,-4.178793874,0.00024492,0.0096712,-4.03E+00,0.0014425,5,0.2,104,178,0.015157
0.00032894,-6.965766624,0.00010291,-7.975084844,0.00070055,5.51E-05,-8.52E+00,1.91E-07,14,0.071428571,70,70,0.00088787
1.81E-06,-11.48464285,4.44E-05,-8.70523406,3.57E-13,5.71E-05,-8.49E+00,5.71E-06,18,0.055555556,180,180,0.0010464
0.0019962,-5.399591897,0.00093168,-6.061466454,0.017245,0.000585,-6.47E+00,4.76E-06,17,0.058823529,100,100,0.011447
3.23E-20,-38.98159496,9.04E-05,-8.087663139,0,0.0013467,-5.74E+00,0.0090312,8,0.125,300,300,0.013857
0.0022584,-5.29239827,0.0014726,-5.663830408,0.029685,0.0010001,-6.00E+00,9.66E-06,13,0.076923077,131,113,0.010464
0.0017039,-5.537111794,0.00053307,-6.546431516,0.0036289,0.00028551,-7.09E+00,9.88E-07,10,0.1,70,70,0.0023465
5.23E-05,-8.562996622,0.0012811,-5.784833938,1.03E-11,0.0016481,-5.57E+00,0.00016475,4,0.25,180,180,0.0014904
0.0077984,-4.215988985,0.0036398,-4.877844959,0.067372,0.0022854,-5.28E+00,1.86E-05,10,0.1,100,100,0.015474
1.07E-18,-35.94123244,0.0030064,-5.043906474,0,0.04477,-2.70E+00,0.30024,1,1,300,300,0.0071981
9.14E-12,-22.07810761,3.09E-05,-9.020083041,0,9.66E-05,-8.03E+00,3.95E-05,15,0.066666667,284,228,0.0013952
0.057565,-2.479682982,0.018009,-3.489020804,0.1226,0.0096457,-4.03E+00,3.34E-05,2,0.5,70,70,0.003171
1.93E-05,-9.428885382,0.00047247,-6.651251525,3.79E-12,0.00060783,-6.43E+00,6.08E-05,18,0.055555556,180,180,0.01113
0.00022727,-7.286915776,0.00010608,-7.948732978,0.0019635,6.66E-05,-8.35E+00,5.42E-07,15,0.066666667,100,100,0.0010147
3.07E-20,-39.02572325,8.60E-05,-8.131003098,0,0.0012799,-5.79E+00,0.0085837,7,0.142857143,300,300,0.010084
7.17E-06,-10.28896169,0.00017605,-7.508727941,8.85E-30,0.00019925,-7.40E+00,7.38E-06,11,0.090909091,223,166,0.0012367
0.0061243,-4.425887087,0.001916,-5.435208991,0.013043,0.0010262,-5.98E+00,3.55E-06,12,0.083333333,70,70,0.012145
3.22E-05,-8.984288257,0.00078967,-6.205108722,6.34E-12,0.0010159,-5.99E+00,0.00010155,13,0.076923077,180,180,0.0097032
0.00362,-4.882582859,0.0016896,-5.544432198,0.031274,0.0010609,-5.95E+00,8.63E-06,7,0.142857143,100,100,0.0035198
1.19E-19,-37.84890608,0.00033276,-6.955737769,0,0.0049553,-4.61E+00,0.033232,4,0.25,300,300,0.012747
1.57E-10,-19.6082007,5.67E-05,-8.492833882,1.08E-52,0.00030479,-7.03E+00,0.0010024,12,0.083333333,178,283,0.0054541
0.0051093,-4.583277193,0.0015984,-5.592629058,0.010881,0.00085613,-6.13E+00,2.96E-06,13,0.076923077,70,70,0.011891
2.30E-05,-9.276544328,0.00056389,-6.497611214,4.53E-12,0.00072545,-6.28E+00,7.25E-05,16,0.0625,180,180,0.010496
0.00017756,-7.501309727,8.29E-05,-8.162890939,0.001534,5.20E-05,-8.57E+00,4.23E-07,12,0.083333333,100,100,0.00050736
1.71E-20,-39.53400778,4.79E-05,-8.639328973,0,0.00071342,-6.29E+00,0.0047844,9,0.111111111,300,300,0.009291
5.77E-06,-10.47764837,0.00069713,-6.313372455,4.58E-11,0.0014392,-5.68E+00,0.0010187,9,0.111111111,113,228,0.0090373
0.0091874,-4.07361475,0.0028742,-5.08296603,0.019566,0.0015395,-5.63E+00,5.33E-06,10,0.1,70,70,0.012652
0.0013975,-5.709296367,0.034236,-2.931033965,2.75E-10,0.044044,-2.71E+00,0.0044027,2,0.5,180,180,0.0099569
0.0016292,-5.576051197,0.00076043,-6.237881516,0.014075,0.00047747,-6.64E+00,3.88E-06,16,0.0625,100,100,0.0082763
1.97E-21,-41.41106755,5.53E-06,-10.51454974,0,8.23E-05,-8.17E+00,0.00055221,20,0.05,300,300,0.0052955
4.16E-12,-22.76181334,2.78E-05,-9.111910408,1.90E-248,0.0001505,-7.64E+00,0.00035831,8,0.125,228,271,0.0010147
0.0093984,-4.05389215,0.0029402,-5.063246254,0.020016,0.0015748,-5.61E+00,5.45E-06,7,0.142857143,70,70,0.006342
0.0008545,-6.136575866,0.020934,-3.35829556,1.68E-10,0.026931,-3.14E+00,0.0026921,2,0.5,180,180,0.0060883
0.00029963,-7.046829411,0.00013985,-7.708675059,0.0025886,8.78E-05,-8.11E+00,7.14E-07,4,0.25,100,100,9.51E-05
8.65E-21,-40.12596779,2.42E-05,-9.232369268,0,0.00036055,-6.89E+00,0.002418,16,0.0625,300,300,0.01484
3.31E-07,-12.96034401,0.0016329,-5.574080822,6.75E-28,0.0050677,-4.59E+00,0.0064121,2,0.5,166,250,0.0017757
0.08622,-2.128783963,0.026973,-3.138141495,0.18362,0.014447,-3.68E+00,5.00E-05,3,0.333333333,70,70,0.010686
4.41E-05,-8.711122821,0.0010792,-5.933796127,8.66E-12,0.0013884,-5.71E+00,0.00013878,14,0.071428571,180,180,0.015379
0.0042392,-4.745432187,0.0019786,-5.407283991,0.036623,0.0012424,-5.81E+00,1.01E-05,12,0.083333333,100,100,0.012113
2.78E-21,-41.11191041,7.78E-06,-10.21804081,0,0.00011582,-7.87E+00,0.00077674,19,0.052631579,300,300,0.0067225
4.50E-11,-20.69357497,6.47E-05,-8.378191439,0,0.0001879,-7.45E+00,6.45E-05,12,0.083333333,283,224,0.0016806
0.0089284,-4.098452722,0.0027932,-5.107795933,0.019015,0.0014961,-5.65E+00,5.18E-06,7,0.142857143,70,70,0.0060249
1.35E-05,-9.739332463,0.00033102,-6.960291531,2.66E-12,0.00042585,-6.74E+00,4.26E-05,19,0.052631579,180,180,0.0086885
0.0034677,-4.919916963,0.0016185,-5.581774593,0.029958,0.0010163,-5.99E+00,8.27E-06,10,0.1,100,100,0.006881
5.75E-21,-40.48066431,1.61E-05,-9.586348248,0,0.00023983,-7.24E+00,0.0016084,18,0.055555556,300,300,0.012494
0.0076803,-4.229243631,0.0066164,-4.358756494,0.10791,0.0042871,-4.74E+00,8.98E-06,7,0.142857143,228,112,0.011352
0.0034859,-4.915370151,0.0010905,-5.92474866,0.0074239,0.0005841,-6.47E+00,2.02E-06,12,0.083333333,70,70,0.0069127
9.01E-06,-10.09055042,0.00022075,-7.312198576,1.77E-12,0.000284,-7.09E+00,2.84E-05,18,0.055555556,180,180,0.0052004
0.001021,-5.981948516,0.00047652,-6.643837734,0.0088203,0.00029921,-7.05E+00,2.43E-06,18,0.055555556,100,100,0.0065639
7.36E-22,-42.26624437,2.06E-06,-11.37226556,0,3.07E-05,-9.03E+00,0.00020575,15,0.066666667,300,300,0.0011098
1.68E-23,-45.54938144,8.55E-05,-8.136067771,0,0.0040586,-4.78E+00,0.11118,2,0.5,271,358,0.0079592
0.45131,-0.691050087,0.14119,-1.700392124,0.96116,0.075622,-2.24E+00,0.00026167,1,1,70,70,0.0062151
